volatile acidity,free sulfur dioxide,chlorides,density,pH,quality white
0.76 g(acetic acid)/dm^3,12.0 mg/dm^3,0.075 g(sodium chloride)/dm^3,0.9965 g/cm^3,3.45 ,False
0.23 g(acetic acid)/dm^3,50.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,0.9927 g/cm^3,3.11 ,True
0.79 g(acetic acid)/dm^3,21.0 mg/dm^3,0.087 g(sodium chloride)/dm^3,0.9955 g/cm^3,3.12 ,False
0.36 g(acetic acid)/dm^3,3.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,0.9904 g/cm^3,3.28 ,False
0.27 g(acetic acid)/dm^3,17.0 mg/dm^3,0.035 g(sodium chloride)/dm^3,0.99076 g/cm^3,3.32 ,True
0.22 g(acetic acid)/dm^3,33.0 mg/dm^3,0.035 g(sodium chloride)/dm^3,0.9918 g/cm^3,3.24 ,True
0.27 g(acetic acid)/dm^3,27.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,0.9927 g/cm^3,3.05 ,True
0.42 g(acetic acid)/dm^3,28.0 mg/dm^3,0.043 g(sodium chloride)/dm^3,0.99433 g/cm^3,3.23 ,False
0.675 g(acetic acid)/dm^3,17.0 mg/dm^3,0.089 g(sodium chloride)/dm^3,0.9958 g/cm^3,3.35 ,False
0.24 g(acetic acid)/dm^3,51.0 mg/dm^3,0.045 g(sodium chloride)/dm^3,0.99779 g/cm^3,3.16 ,False
0.25 g(acetic acid)/dm^3,35.0 mg/dm^3,0.035 g(sodium chloride)/dm^3,0.99082 g/cm^3,3.02 ,True
0.44 g(acetic acid)/dm^3,41.0 mg/dm^3,0.03 g(sodium chloride)/dm^3,0.99 g/cm^3,3.29 ,True
0.735 g(acetic acid)/dm^3,18.0 mg/dm^3,0.08 g(sodium chloride)/dm^3,0.99765 g/cm^3,3.41 ,False
0.24 g(acetic acid)/dm^3,39.0 mg/dm^3,0.028 g(sodium chloride)/dm^3,0.99182 g/cm^3,3.34 ,False
0.17 g(acetic acid)/dm^3,43.0 mg/dm^3,0.053 g(sodium chloride)/dm^3,1.0006 g/cm^3,3.28 ,True
0.48 g(acetic acid)/dm^3,30.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,0.9928 g/cm^3,3.24 ,True
0.47 g(acetic acid)/dm^3,14.0 mg/dm^3,0.055 g(sodium chloride)/dm^3,0.99516 g/cm^3,3.18 ,False
0.26 g(acetic acid)/dm^3,5.0 mg/dm^3,0.179 g(sodium chloride)/dm^3,0.9925 g/cm^3,3.09 ,False
0.42 g(acetic acid)/dm^3,20.0 mg/dm^3,0.029 g(sodium chloride)/dm^3,0.996 g/cm^3,3.12 ,True
0.67 g(acetic acid)/dm^3,16.0 mg/dm^3,0.401 g(sodium chloride)/dm^3,0.9969 g/cm^3,3.16 ,False
0.16 g(acetic acid)/dm^3,21.0 mg/dm^3,0.043 g(sodium chloride)/dm^3,0.9925 g/cm^3,3.16 ,True
0.38 g(acetic acid)/dm^3,15.0 mg/dm^3,0.055 g(sodium chloride)/dm^3,0.99605 g/cm^3,3.13 ,True
0.34 g(acetic acid)/dm^3,13.0 mg/dm^3,0.056 g(sodium chloride)/dm^3,0.9946 g/cm^3,3.14 ,False
0.25 g(acetic acid)/dm^3,30.0 mg/dm^3,0.034 g(sodium chloride)/dm^3,0.99085 g/cm^3,3.25 ,True
0.43 g(acetic acid)/dm^3,8.0 mg/dm^3,0.106 g(sodium chloride)/dm^3,0.9986 g/cm^3,2.89 ,False
0.34 g(acetic acid)/dm^3,29.0 mg/dm^3,0.034 g(sodium chloride)/dm^3,0.99031 g/cm^3,3.1 ,True
0.32 g(acetic acid)/dm^3,12.0 mg/dm^3,0.075 g(sodium chloride)/dm^3,0.99434 g/cm^3,3.14 ,False
0.42 g(acetic acid)/dm^3,26.0 mg/dm^3,0.035 g(sodium chloride)/dm^3,0.989 g/cm^3,3.32 ,True
0.56 g(acetic acid)/dm^3,55.0 mg/dm^3,0.06 g(sodium chloride)/dm^3,0.9969 g/cm^3,3.21 ,False
0.37 g(acetic acid)/dm^3,34.0 mg/dm^3,0.032 g(sodium chloride)/dm^3,0.9963 g/cm^3,3.1 ,True
0.38 g(acetic acid)/dm^3,24.0 mg/dm^3,0.08 g(sodium chloride)/dm^3,0.99624 g/cm^3,3.27 ,False
0.15 g(acetic acid)/dm^3,25.0 mg/dm^3,0.05 g(sodium chloride)/dm^3,0.99754 g/cm^3,3.21 ,True
0.42 g(acetic acid)/dm^3,32.0 mg/dm^3,0.084 g(sodium chloride)/dm^3,0.9988 g/cm^3,3.34 ,False
0.18 g(acetic acid)/dm^3,43.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,0.9912 g/cm^3,3.32 ,True
0.6 g(acetic acid)/dm^3,12.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,0.99306 g/cm^3,3.55 ,False
0.22 g(acetic acid)/dm^3,70.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,0.99899 g/cm^3,3.25 ,False
0.66 g(acetic acid)/dm^3,17.0 mg/dm^3,0.086 g(sodium chloride)/dm^3,0.9976 g/cm^3,3.46 ,False
0.17 g(acetic acid)/dm^3,38.0 mg/dm^3,0.047 g(sodium chloride)/dm^3,0.99365 g/cm^3,3.1 ,True
0.41 g(acetic acid)/dm^3,9.0 mg/dm^3,0.093 g(sodium chloride)/dm^3,0.9986 g/cm^3,3.54 ,False
0.35 g(acetic acid)/dm^3,42.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,0.99822 g/cm^3,3.04 ,False
0.21 g(acetic acid)/dm^3,41.0 mg/dm^3,0.038 g(sodium chloride)/dm^3,0.9933 g/cm^3,3.49 ,True
0.16 g(acetic acid)/dm^3,25.0 mg/dm^3,0.05 g(sodium chloride)/dm^3,0.9984 g/cm^3,2.9 ,True
0.29 g(acetic acid)/dm^3,41.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,0.99153 g/cm^3,3.24 ,False
0.18 g(acetic acid)/dm^3,36.0 mg/dm^3,0.049 g(sodium chloride)/dm^3,0.99007 g/cm^3,2.89 ,False
0.19 g(acetic acid)/dm^3,45.0 mg/dm^3,0.122 g(sodium chloride)/dm^3,0.9936 g/cm^3,3.09 ,True
0.645 g(acetic acid)/dm^3,8.0 mg/dm^3,0.083 g(sodium chloride)/dm^3,0.99815 g/cm^3,3.28 ,False
0.21 g(acetic acid)/dm^3,40.0 mg/dm^3,0.026 g(sodium chloride)/dm^3,0.9914 g/cm^3,3.25 ,True
0.3 g(acetic acid)/dm^3,29.0 mg/dm^3,0.066 g(sodium chloride)/dm^3,0.9906 g/cm^3,3.12 ,True
0.25 g(acetic acid)/dm^3,40.0 mg/dm^3,0.045 g(sodium chloride)/dm^3,0.99064 g/cm^3,3.16 ,True
0.24 g(acetic acid)/dm^3,45.0 mg/dm^3,0.053 g(sodium chloride)/dm^3,0.99545 g/cm^3,3.23 ,False
0.2 g(acetic acid)/dm^3,31.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,0.9949 g/cm^3,3.23 ,False
0.27 g(acetic acid)/dm^3,9.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,0.9929 g/cm^3,3.08 ,False
0.33 g(acetic acid)/dm^3,10.0 mg/dm^3,0.049 g(sodium chloride)/dm^3,0.9917 g/cm^3,3.48 ,True
0.785 g(acetic acid)/dm^3,23.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.98981 g/cm^3,3.53 ,True
0.47 g(acetic acid)/dm^3,6.0 mg/dm^3,0.085 g(sodium chloride)/dm^3,1.0021 g/cm^3,3.3 ,False
0.17 g(acetic acid)/dm^3,10.0 mg/dm^3,0.039 g(sodium chloride)/dm^3,0.99243 g/cm^3,3.28 ,False
0.28 g(acetic acid)/dm^3,62.0 mg/dm^3,0.049 g(sodium chloride)/dm^3,0.9984 g/cm^3,3.06 ,True
0.24 g(acetic acid)/dm^3,10.0 mg/dm^3,0.075 g(sodium chloride)/dm^3,0.9978 g/cm^3,3.14 ,False
0.3 g(acetic acid)/dm^3,60.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,0.99659 g/cm^3,3.1 ,False
0.61 g(acetic acid)/dm^3,8.0 mg/dm^3,0.08 g(sodium chloride)/dm^3,0.99746 g/cm^3,3.69 ,False
0.3 g(acetic acid)/dm^3,40.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,0.98944 g/cm^3,3.29 ,True
0.52 g(acetic acid)/dm^3,5.0 mg/dm^3,0.074 g(sodium chloride)/dm^3,0.9973 g/cm^3,3.32 ,False
0.36 g(acetic acid)/dm^3,16.0 mg/dm^3,0.035 g(sodium chloride)/dm^3,0.9917 g/cm^3,3.4 ,True
0.22 g(acetic acid)/dm^3,41.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,0.99862 g/cm^3,3.22 ,True
0.915 g(acetic acid)/dm^3,7.0 mg/dm^3,0.088 g(sodium chloride)/dm^3,0.9962 g/cm^3,3.26 ,False
0.27 g(acetic acid)/dm^3,35.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,0.99 g/cm^3,3.13 ,True
0.24 g(acetic acid)/dm^3,47.0 mg/dm^3,0.035 g(sodium chloride)/dm^3,0.99 g/cm^3,3.26 ,True
0.2 g(acetic acid)/dm^3,51.0 mg/dm^3,0.052 g(sodium chloride)/dm^3,0.99944 g/cm^3,3.09 ,False
0.31 g(acetic acid)/dm^3,49.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,0.9962 g/cm^3,3.74 ,True
0.255 g(acetic acid)/dm^3,30.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,0.98834 g/cm^3,3.05 ,True
0.16 g(acetic acid)/dm^3,57.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,0.9952 g/cm^3,3.62 ,True
0.22 g(acetic acid)/dm^3,36.0 mg/dm^3,0.028 g(sodium chloride)/dm^3,0.99076 g/cm^3,3.27 ,True
0.59 g(acetic acid)/dm^3,12.0 mg/dm^3,0.089 g(sodium chloride)/dm^3,0.99735 g/cm^3,3.36 ,False
0.18 g(acetic acid)/dm^3,44.0 mg/dm^3,0.045 g(sodium chloride)/dm^3,0.9966 g/cm^3,3.11 ,True
0.32 g(acetic acid)/dm^3,5.0 mg/dm^3,0.086 g(sodium chloride)/dm^3,0.99464 g/cm^3,3.36 ,False
0.18 g(acetic acid)/dm^3,40.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.9934 g/cm^3,3.27 ,True
0.6 g(acetic acid)/dm^3,72.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,0.99202 g/cm^3,3.56 ,False
0.6 g(acetic acid)/dm^3,5.0 mg/dm^3,0.098 g(sodium chloride)/dm^3,0.9988 g/cm^3,3.36 ,False
0.965 g(acetic acid)/dm^3,11.0 mg/dm^3,0.112 g(sodium chloride)/dm^3,0.9963 g/cm^3,3.26 ,False
0.5 g(acetic acid)/dm^3,19.0 mg/dm^3,0.059 g(sodium chloride)/dm^3,0.99314 g/cm^3,3.18 ,True
0.21 g(acetic acid)/dm^3,36.0 mg/dm^3,0.049 g(sodium chloride)/dm^3,0.99091 g/cm^3,3.02 ,True
0.57 g(acetic acid)/dm^3,28.0 mg/dm^3,0.06 g(sodium chloride)/dm^3,0.9959 g/cm^3,3.3 ,False
0.19 g(acetic acid)/dm^3,35.0 mg/dm^3,0.049 g(sodium chloride)/dm^3,0.9924 g/cm^3,3.31 ,True
0.33 g(acetic acid)/dm^3,18.0 mg/dm^3,0.027 g(sodium chloride)/dm^3,0.9893 g/cm^3,3.51 ,True
0.18 g(acetic acid)/dm^3,49.0 mg/dm^3,0.049 g(sodium chloride)/dm^3,0.9934 g/cm^3,3.43 ,True
0.36 g(acetic acid)/dm^3,20.0 mg/dm^3,0.053 g(sodium chloride)/dm^3,0.99544 g/cm^3,3.2 ,True
0.3 g(acetic acid)/dm^3,29.0 mg/dm^3,0.054 g(sodium chloride)/dm^3,0.99445 g/cm^3,3.19 ,False
0.41 g(acetic acid)/dm^3,49.0 mg/dm^3,0.03 g(sodium chloride)/dm^3,0.9927 g/cm^3,3.53 ,True
0.18 g(acetic acid)/dm^3,38.0 mg/dm^3,0.052 g(sodium chloride)/dm^3,0.998 g/cm^3,3.15 ,True
0.36 g(acetic acid)/dm^3,38.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.99622 g/cm^3,3.27 ,False
0.67 g(acetic acid)/dm^3,17.0 mg/dm^3,0.088 g(sodium chloride)/dm^3,0.9962 g/cm^3,3.32 ,False
0.34 g(acetic acid)/dm^3,47.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,0.99093 g/cm^3,3.21 ,False
0.28 g(acetic acid)/dm^3,3.0 mg/dm^3,0.114 g(sodium chloride)/dm^3,0.99901 g/cm^3,3.18 ,False
0.42 g(acetic acid)/dm^3,15.0 mg/dm^3,0.08 g(sodium chloride)/dm^3,0.9978 g/cm^3,3.31 ,False
0.18 g(acetic acid)/dm^3,40.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.9934 g/cm^3,3.27 ,True
0.23 g(acetic acid)/dm^3,33.0 mg/dm^3,0.051 g(sodium chloride)/dm^3,0.99835 g/cm^3,3.04 ,True
0.28 g(acetic acid)/dm^3,32.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,0.9936 g/cm^3,3.13 ,True
0.34 g(acetic acid)/dm^3,51.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,0.99382 g/cm^3,3.08 ,True
0.15 g(acetic acid)/dm^3,53.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,0.9945 g/cm^3,3.52 ,True
0.22 g(acetic acid)/dm^3,45.0 mg/dm^3,0.018 g(sodium chloride)/dm^3,0.98936 g/cm^3,3.06 ,True
0.55 g(acetic acid)/dm^3,14.0 mg/dm^3,0.119 g(sodium chloride)/dm^3,0.9962 g/cm^3,3.21 ,False
0.24 g(acetic acid)/dm^3,49.0 mg/dm^3,0.039 g(sodium chloride)/dm^3,0.9952 g/cm^3,3.33 ,True
0.2 g(acetic acid)/dm^3,34.0 mg/dm^3,0.022 g(sodium chloride)/dm^3,0.99165 g/cm^3,3.26 ,True
0.53 g(acetic acid)/dm^3,34.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.98856 g/cm^3,3.2 ,True
0.395 g(acetic acid)/dm^3,14.0 mg/dm^3,0.056 g(sodium chloride)/dm^3,0.99362 g/cm^3,3.62 ,False
0.18 g(acetic acid)/dm^3,12.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,0.9918 g/cm^3,3.2 ,True
0.965 g(acetic acid)/dm^3,16.0 mg/dm^3,0.088 g(sodium chloride)/dm^3,0.99756 g/cm^3,3.58 ,False
0.2 g(acetic acid)/dm^3,42.0 mg/dm^3,0.025 g(sodium chloride)/dm^3,0.99022 g/cm^3,3.11 ,False
0.24 g(acetic acid)/dm^3,47.0 mg/dm^3,0.054 g(sodium chloride)/dm^3,0.99538 g/cm^3,3.12 ,False
0.28 g(acetic acid)/dm^3,49.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,0.9994 g/cm^3,3.28 ,True
0.655 g(acetic acid)/dm^3,34.0 mg/dm^3,0.122 g(sodium chloride)/dm^3,1.001 g/cm^3,3.31 ,False
0.41 g(acetic acid)/dm^3,26.0 mg/dm^3,0.032 g(sodium chloride)/dm^3,0.98889 g/cm^3,2.96 ,True
0.22 g(acetic acid)/dm^3,108.0 mg/dm^3,0.054 g(sodium chloride)/dm^3,0.99728 g/cm^3,3.1 ,True
0.23 g(acetic acid)/dm^3,46.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,0.99119 g/cm^3,3.16 ,False
0.16 g(acetic acid)/dm^3,36.0 mg/dm^3,0.034 g(sodium chloride)/dm^3,0.98952 g/cm^3,2.93 ,True
0.235 g(acetic acid)/dm^3,34.0 mg/dm^3,0.03 g(sodium chloride)/dm^3,0.9954 g/cm^3,3.07 ,True
0.21 g(acetic acid)/dm^3,25.0 mg/dm^3,0.047 g(sodium chloride)/dm^3,0.9916 g/cm^3,3.13 ,True
0.39 g(acetic acid)/dm^3,18.0 mg/dm^3,0.069 g(sodium chloride)/dm^3,0.99859 g/cm^3,3.29 ,False
0.22 g(acetic acid)/dm^3,25.0 mg/dm^3,0.058 g(sodium chloride)/dm^3,0.99856 g/cm^3,3.45 ,False
0.64 g(acetic acid)/dm^3,14.0 mg/dm^3,0.081 g(sodium chloride)/dm^3,0.99689 g/cm^3,3.59 ,False
0.14 g(acetic acid)/dm^3,63.0 mg/dm^3,0.032 g(sodium chloride)/dm^3,0.99185 g/cm^3,3.32 ,False
0.25 g(acetic acid)/dm^3,18.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,0.9904 g/cm^3,3.42 ,True
0.28 g(acetic acid)/dm^3,56.0 mg/dm^3,0.03 g(sodium chloride)/dm^3,0.99042 g/cm^3,3.16 ,True
0.26 g(acetic acid)/dm^3,35.0 mg/dm^3,0.053 g(sodium chloride)/dm^3,0.99347 g/cm^3,3.08 ,False
0.815 g(acetic acid)/dm^3,48.0 mg/dm^3,0.074 g(sodium chloride)/dm^3,0.99621 g/cm^3,3.38 ,False
0.3 g(acetic acid)/dm^3,27.0 mg/dm^3,0.058 g(sodium chloride)/dm^3,0.99198 g/cm^3,93.13869460951999 ,True
0.295 g(acetic acid)/dm^3,14.0 mg/dm^3,0.073 g(sodium chloride)/dm^3,0.99556 g/cm^3,3.14 ,False
0.44 g(acetic acid)/dm^3,43.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.9894 g/cm^3,3.36 ,True
0.28 g(acetic acid)/dm^3,26.0 mg/dm^3,0.03 g(sodium chloride)/dm^3,0.99388 g/cm^3,3.2 ,True
1.02 g(acetic acid)/dm^3,6.0 mg/dm^3,0.084 g(sodium chloride)/dm^3,0.99892 g/cm^3,3.48 ,False
0.3 g(acetic acid)/dm^3,38.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,0.995 g/cm^3,3.22 ,False
0.22 g(acetic acid)/dm^3,22.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,0.9958 g/cm^3,3.34 ,True
0.715 g(acetic acid)/dm^3,10.0 mg/dm^3,0.089 g(sodium chloride)/dm^3,0.9968 g/cm^3,3.23 ,False
0.18 g(acetic acid)/dm^3,37.0 mg/dm^3,0.064 g(sodium chloride)/dm^3,0.9924 g/cm^3,3.37 ,False
0.49 g(acetic acid)/dm^3,4.0 mg/dm^3,0.068 g(sodium chloride)/dm^3,0.99562 g/cm^3,3.3 ,False
0.38 g(acetic acid)/dm^3,20.0 mg/dm^3,0.053 g(sodium chloride)/dm^3,0.9925 g/cm^3,3.27 ,True
0.46 g(acetic acid)/dm^3,23.0 mg/dm^3,0.088 g(sodium chloride)/dm^3,0.9981 g/cm^3,3.43 ,False
0.39 g(acetic acid)/dm^3,38.0 mg/dm^3,0.02 g(sodium chloride)/dm^3,0.99212 g/cm^3,3.18 ,True
0.4 g(acetic acid)/dm^3,33.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,0.9977 g/cm^3,3.24 ,True
0.26 g(acetic acid)/dm^3,10.0 mg/dm^3,0.05 g(sodium chloride)/dm^3,0.99286 g/cm^3,3.11 ,False
0.31 g(acetic acid)/dm^3,7.0 mg/dm^3,0.109 g(sodium chloride)/dm^3,0.99614 g/cm^3,3.31 ,False
0.485 g(acetic acid)/dm^3,19.0 mg/dm^3,0.026 g(sodium chloride)/dm^3,0.9918 g/cm^3,3.01 ,False
0.75 g(acetic acid)/dm^3,19.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.99312 g/cm^3,3.09 ,False
0.39 g(acetic acid)/dm^3,45.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,0.99174 g/cm^3,3.23 ,True
0.2 g(acetic acid)/dm^3,44.0 mg/dm^3,0.038 g(sodium chloride)/dm^3,0.9926 g/cm^3,3.36 ,True
0.28 g(acetic acid)/dm^3,32.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,0.9951 g/cm^3,3.39 ,True
0.26 g(acetic acid)/dm^3,35.0 mg/dm^3,0.05 g(sodium chloride)/dm^3,0.99581 g/cm^3,3.21 ,True
0.24 g(acetic acid)/dm^3,36.0 mg/dm^3,0.027 g(sodium chloride)/dm^3,0.9898 g/cm^3,3.28 ,True
0.33 g(acetic acid)/dm^3,42.0 mg/dm^3,0.059 g(sodium chloride)/dm^3,0.99882 g/cm^3,3.17 ,True
0.605 g(acetic acid)/dm^3,19.0 mg/dm^3,0.073 g(sodium chloride)/dm^3,0.99258 g/cm^3,3.56 ,False
0.36 g(acetic acid)/dm^3,20.0 mg/dm^3,0.028 g(sodium chloride)/dm^3,0.99274 g/cm^3,3.1 ,True
0.2 g(acetic acid)/dm^3,48.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,0.992 g/cm^3,3.32 ,True
0.18 g(acetic acid)/dm^3,29.0 mg/dm^3,0.039 g(sodium chloride)/dm^3,0.99406 g/cm^3,3.11 ,True
0.24 g(acetic acid)/dm^3,42.0 mg/dm^3,0.032 g(sodium chloride)/dm^3,0.98988 g/cm^3,3.16 ,True
0.6 g(acetic acid)/dm^3,36.0 mg/dm^3,0.07 g(sodium chloride)/dm^3,0.9982 g/cm^3,3.37 ,False
0.14 g(acetic acid)/dm^3,15.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.99264 g/cm^3,3.37 ,False
0.39 g(acetic acid)/dm^3,65.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,0.9976 g/cm^3,3.15 ,True
0.15 g(acetic acid)/dm^3,19.0 mg/dm^3,0.054 g(sodium chloride)/dm^3,0.9946 g/cm^3,3.24 ,False
0.12 g(acetic acid)/dm^3,10.0 mg/dm^3,0.075 g(sodium chloride)/dm^3,0.99552 g/cm^3,3.41 ,False
0.56 g(acetic acid)/dm^3,14.0 mg/dm^3,0.078 g(sodium chloride)/dm^3,0.9976 g/cm^3,3.28 ,False
0.26 g(acetic acid)/dm^3,34.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,0.99224 g/cm^3,3.24 ,True
0.4 g(acetic acid)/dm^3,59.0 mg/dm^3,0.033 g(sodium chloride)/dm^3,0.99754 g/cm^3,3.08 ,False
0.37 g(acetic acid)/dm^3,12.0 mg/dm^3,0.078 g(sodium chloride)/dm^3,0.9958 g/cm^3,3.0 ,False
0.46 g(acetic acid)/dm^3,15.0 mg/dm^3,0.076 g(sodium chloride)/dm^3,0.99624 g/cm^3,3.36 ,False
0.25 g(acetic acid)/dm^3,52.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,0.99587 g/cm^3,3.12 ,False
0.22 g(acetic acid)/dm^3,15.0 mg/dm^3,0.052 g(sodium chloride)/dm^3,0.9948 g/cm^3,3.14 ,False
